"","Name","Date","Platform","Weekday","Time.of.Day.Posted","Post.Category","Post.Image.Content","Likes","Like.Follower.Ratio","Comments","Reshares","Caption.Word.Count","Num.Hashtags","Hashtag.1","Hashtag.2","Hashtag.3","Hashtag.4","Hashtag.5","Hashtag.6","Hashtag.7","Hashtag.8","Links","Caption.Trigger.Words..From.Text.Analysis.","Caption","Sentiment.0.3.","Interactive.","Humor.","Personal.Touch.","Sentiment2","Interactive2","Humor2","Personal.Touch2","ranks","success","Sentiment","Interactive","Personal.Touch","Humor"
"219","Viable Insights","6/14/2021","Instagram","Mon","","Personal","People",7,0.06363636364,0,NA,62,3,"#data #eval #appliedpsychology","","","","","","","","N",NA,"Colleague Spotlight! 

Congratulations to our very own Andrea Bertram on her graduation this year! Andrea received a Master’s in Applied Psychology from UW-Stout (@uwstoutpics) and will be joining our team full time very soon! 

Andrea is so excited to bring data driven, informed decision making to your organization and/or community!

Contact us today to learn more about our services! ",3,0,0,0,3,1,0,1,1,1,3,"1",1,0
"220","Viable Insights","5/17/2021","Instagram","Mon","","Advertisement","Words",5,0.04545454545,0,NA,35,0,"","","","","","","","","N",NA,"📊Are you working on an organizational restructure?

📊Looking to develop a strategic plan? 

📊Not sure where to start? 

Contact us today so we can help you lay the groundwork to achieving your future goals!",3,1,0,0,2,1,0,0,5,1,2.5,"2",0,0
"221","Viable Insights","4/29/2021","Instagram","Thu","","Personal","Words",2,0.01818181818,0,NA,15,0,"","","","","","","","","N",NA,"What about #data inspires you? We want to know! Leave your answers in the comments.",3,1,0,0,2,1,0,0,12,0,2.5,"2",0,0
"222","Viable Insights","4/16/2021","Instagram","Fri","","Education","Words",1,0.009090909091,0,NA,40,1,"#datatips","","","","","","","","N",NA,"Here’s another #datatips for you: if your organization needs a personnel change or shift to become more effective, you can use data insights to create a new internal structure based on how your team works best. Pretty cool, right?",2,0,0,0,2,1,0,1,14,0,2,"1",1,0
"223","Viable Insights","3/21/2021","Instagram","Sun","","Education","Words",6,0.05454545455,0,NA,59,9,"#data #insights #information #analyze #goals #youcandoit #wecanhelp #viableinsights #datacollection","","","","","","","","N",NA,"Let’s break down a common #data myth: the more data you have, the better. Not true. Data alone is simply atoms floating aimlessly through space. To gain #insights, accurate #information, and value from data, you need to #analyze it. Map out what you need from data, pick out usable information, and apply that information to achieve your #goals. ",3,0,0,0,2,0,0,0,3,1,2.5,"0",0,0
"224","Viable Insights","9/28/2021","Instagram","Tue","","Advertisement","Words",4,0.03636363636,0,NA,9,3,"#appliedresearch #evaluation #data","","","","","","","","N",NA,"Helping Communicate Your Organization’s Impact on the World! ",3,0,0,0,2,0,0,0,8,0,2.5,"0",0,0
"225","Think and Ink Grant Consulting","1/11/2022","Instagram","Tue","","Advertisement","Graphic",9,0.01818181818,1,NA,85,4,"#grantwriting #grantwriter #nonprofits #webinar","","","","","","","","Y",NA,"Have you signed up for my upcoming 1-hour webinar taking place TOMORROW? If not, what are you waiting for?

By the end of this workshop, you’ll learn how to build relationships with funders before submitting your application and ​how to write a proposal that aligns with the funders focus areas.

This free webinar is on 1/12 at 1 PM ET, hosted by Instrumentl.

This event is capped in seats, so save your spot today.
Register now: https://lu.ma/found-a-grant",2,0,0,0,2,1,0,1,4,1,2,"1",1,0
"226","Think and Ink Grant Consulting","11/4/2021","Instagram","Thu","","Promotion","Miscellaneous",21,0.04242424242,3,NA,17,4,"#grantconsultant #grantproshenanigans #grantpros #GPAConf2021 ","","","","","","","","N",NA,"Yes #GPAConf2021 Keynote Speaker @kiajarmon ""We fear what we don't understand."" What's your POV @thegrantwritingcoach ?",2,0,0,0,2,1,0,1,1,1,2,"1",1,0
"227","Think and Ink Grant Consulting","10/2/2021","Instagram","Sat","","Advertisement","Words",5,0.0101010101,0,NA,25,0,"","","","","","","","","Y",NA,"When you woke up this morning, that little voice said ""do something great"".

Today is the day to honor that voice.

https://getgrantsbetter.thinkandinkgrants.com/",3,0,0,0,3,1,0,1,11,0,3,"1",1,0
"228","Think and Ink Grant Consulting","8/31/2021","Instagram","Tue","","Education","Miscellaneous",3,0.006060606061,0,NA,22,2,"#grantwriting #grantwriter","","","","","","","","Y",NA,"Let me show you how to Get.Grants.Better.®.

Visit https://rpst.page.link/nkyb for free resources to help your nonprofit.",2,0,0,0,2,1,0,1,12,0,2,"1",1,0
"229","Think and Ink Grant Consulting","8/8/2021","Instagram","Sun","","Personal","Words",8,0.01616161616,1,NA,9,2,"#grantwriter #grantpro","","","","","","","","N",NA,"Type ""yes"" in the comments if you feel me.",3,1,1,1,2,1,0,1,6,0,2.5,"2",2,1
"230","Think and Ink Grant Consulting","8/5/2021","Instagram","Thu","","Advertisement","Words",6,0.01212121212,0,NA,8,0,"","","","","","","","","N",NA,"Four Ways to Find Grants For Your Nonprofit",1,0,0,0,2,0,0,0,9,0,1.5,"0",0,0
"231","Think and Ink Grant Consulting","7/20/2021","Instagram","Tue","","Education","Miscellaneous",3,0.006060606061,0,NA,25,5,"#getgrantsbetter #grantwriting #grantwriter #grants #funding","","","","","","","","Y",NA,"Should You Really Apply for that Grant? - Grant Professionals Association
Click on : https://grantprofessionals.org/news/503837/Should-You-Really-Apply-for-that-Grant.htm",2,0,0,0,2,1,0,1,12,0,2,"1",1,0
"232","Think and Ink Grant Consulting","6/23/2021","Instagram","Wed","","Education","Words",3,0.006060606061,0,NA,55,2,"#nonprofits #nonprofitconsultant","","","","","","","","N",NA,"You may be a board member or nonprofit leader wearing many hats. When you add in the decision to make changes to improve your organization, the combination of managing both can be exhausting for some.

Instead of changing everything at once, read the enclosed article about how to implement changes one step at a time.",2,0,0,0,3,1,0,1,12,0,2.5,"1",1,0
"233","Think and Ink Grant Consulting","6/20/2021","Instagram","Sun","","Promotion","People",10,0.0202020202,0,NA,101,4,"#FathersDay #RIP #prostatecancer #nonprofit","","","","","","","","Y",NA,"Happy Father's Day to all the amazing fathers and father figures. A special Father's Day in heaven to my grandfather Gilbert Eugene Crawford Sr. 

My mother Valerie Crawford-Schiele, M.Ed. and I started the nonprofit organization Blue Flowers Org (www.blueflowers.org) in 2014 in his memory to empower women and the men in their lives against prostate cancer.

We took this photo with my grandfather several years ago on Father's Day. May we be blessed to continue to honor him through our work and help other families supporting their loved ones through a prostate cancer diagnosis.",3,0,0,1,3,0,0,1,3,1,3,"0",2,0
"234","Think and Ink Grant Consulting","6/20/2021","Instagram","Sun","","Personal","Graphic",2,0.00404040404,0,NA,9,1,"#FathersDay","","","","","","","","N",NA,"Happy #FathersDay to all of the Fathers out there. ❤️",3,0,0,0,3,0,0,1,15,0,3,"0",1,0
"235","Think and Ink Grant Consulting","6/10/2021","Instagram","Thu","","Education","Words",8,0.01616161616,0,NA,8,0,"","","","","","","","","N",NA,"Four Ways to Find Grants For Your Nonprofit",2,0,0,0,2,0,0,0,6,0,2,"0",0,0
"236","Think and Ink Grant Consulting","6/1/2021","Instagram","Tue","","Activism","Words",6,0.01212121212,1,NA,3,0,"","","","","","","","","N",NA,"HAPPY PRIDE MONTH! 🌈🌈",3,0,0,0,2,0,0,0,9,0,2.5,"0",0,0
"237","Think and Ink Grant Consulting","5/13/2021","Instagram","Thu","","Education","Video",9,0.01818181818,0,NA,6,14,"#nonprofitconsulting #grantswriter #grantconsultant #grantwritersofinstagram #grantwriting #nonprofits #nonprofit tgrantsbetter #nonprofit #fyp #grantwriting #foryourpage #grants #nonprofits #nonprofitorganization","","","","","","","","N",NA,"The difference between ""Outputs and Outcomes""",2,0,0,0,2,0,0,0,4,1,2,"0",0,0
"238","Think and Ink Grant Consulting","4/22/2021","Instagram","Thu","","Advertisement","Miscellaneous",7,0.01414141414,0,NA,23,0,"","","","","","","","","N",NA,"It takes a lot of work to get grant funding. Don't lose your grand funding because you overlooked small details. Learn more.",2,0,0,0,2,1,0,0,8,0,2,"1",0,0
"239","Think and Ink Grant Consulting","4/21/2021","Instagram","Wed","","Advertisement","Video",11,0.02222222222,0,NA,30,8,"#grants #grantwritersofinstagram #grantwriting #nonprofitconsulting #findgrants #federalgrants #grantswriter #grantwriter","","","","","","","","N",NA,"Are you a 501c3 nonprofit looking to apply for federal grants? Before you take the first step, STOP and WATCH this video FIRST! See full video in link in bio.",2,0,0,0,2,1,0,0,2,1,2,"1",0,0
"240","The Spark Mill","3/29/2022","Instagram","Tue","","Personal","Words",18,0.01665124884,0,NA,2,5,"#TSM #Retreat #Consulting #Change #BHAG","","","","","","","","N",NA,"Enough said. 😌",3,0,0,1,2,0,0,0,2,1,2.5,"0",1,0
"241","The Spark Mill","2/1/2022","Instagram","Tue","","Promotion","Words",10,0.009250693802,0,NA,0,3,"#change #TSM #makeaspark","","","","","","","","N",NA,"",0,0,0,0,NA,0,0,0,7,0,NA,"0",0,0
"242","The Spark Mill","12/9/2021","Instagram","Thu","","Advertisement","People",10,0.009250693802,0,NA,26,7,"#Consulting #TSM #value #impact #change #changemanagement #madeaspsark","","","","","","","","N",NA,"A strategic planning and facilitation process focuses on supporting an organization to establish its value and create a plan for success that will make an impact.
",3,0,0,0,2,0,0,0,7,0,2.5,"0",0,0
"243","The Spark Mill","12/3/2021","Instagram","Fri","","Advertisement","Words",11,0.01017576318,0,NA,10,1,"#Linkinbio","","","","","","","","N",NA,"Eeyore has some wise words for us. #Linkinbio and stories!",3,0,0,0,3,1,1,1,5,1,3,"1",1,1
"244","The Spark Mill","11/22/2021","Instagram","Mon","","Advertisement","Graphic",9,0.008325624422,0,NA,85,0,"","","","","","","","","N",NA,"""Tired of navigating societal constructs to define your success? GREAT!”

“After a careful assessment of what I love, what I am good at, and where my values and motivations lie; I embarked on the journey to becoming a Certified Coach. I loved the idea of a person creating and checking their own “boxes.”

Read more about TSM consultant @rvangela, Angela Fontaine’s, journey to become a Certified Coach in our latest blog and schedule your FREE one on one intro session! 

Link in Bio☝",3,0,0,0,3,1,0,1,10,0,3,"1",1,0
"245","The Spark Mill","10/26/2021","Instagram","Tue","","Promotion","People",10,0.009250693802,1,NA,35,4,"#TSM #consulting #Teamwork #madeaspark","","","","","","","","N",NA,"@habitatforhumanity staff is back together again!

TSM consultant Rachael Randall spent the morning facilitating a culture workshop that was centered around using values to improve the teams’ ability to stay aligned with their mission. ",3,0,0,0,3,0,0,1,7,0,3,"0",1,0
"246","The Spark Mill","9/21/2021","Instagram","Tue","","Promotion","Miscellaneous",11,0.01017576318,0,NA,33,1,"#communityengagement","","","","","","","","N",NA,"Today we are building new programs with @rvatoolbank. Their ask - we have an amazing idea for a program but does the community want it? Community engagement completed and more building on the way.",3,0,0,0,2,0,0,0,5,1,2.5,"0",0,0
"247","The Spark Mill","9/9/2021","Instagram","Thu","","Personal","Miscellaneous",6,0.005550416281,0,NA,92,4,"#welcomeback #TSM #change #changemanagement","","","","","","","","N",NA,"The ability to manage change is an active practice for most. With many of our kids heading back to school, there are a lot of changes that have taken place for us to get here, and even more that are actively occurring. 

As each of us navigates these new changes and norms we should consider the fact that change might hurt a little at first… but the ultimate goal will be worth it. Along the way perhaps we can embrace these changes and our children, and create a better world for them.",3,0,0,0,3,0,0,1,12,0,3,"0",1,0
"248","The Spark Mill","9/2/2021","Instagram","Thu","","Advertisement","Graphic",16,0.01480111008,0,NA,38,4,"#TSM #thriveaccelerator #madeaspark #socialgood","","","","","","","","N",NA,"It's that time of year again!! 

We are right around the corner from the Kick-off of THRIVE: Accelerator for Social Good, Cohort 3!! We would like to join @thecollaboratoryva and congratulate and welcome the new teams! ",3,0,0,0,2,0,0,1,3,1,2.5,"0",1,0
"249","The Spark Mill","8/5/2021","Instagram","Thu","","Personal","People",6,0.005550416281,0,NA,26,5,"#TSM #staffretreat #Strategicplannning #goalgetter #consulting","","","","","","","","N",NA,"Today's in-person staff retreat with @standrewsrva was both thought-provoking and engaging. The voices in the room brought actionable ideas that are achievable. Highfive!🙌🏼",3,0,0,0,2,0,1,1,12,0,2.5,"0",1,1
"250","The Spark Mill","7/28/2021","Instagram","Wed","","Information","Words",4,0.003700277521,0,NA,71,4,"#consulting #presspause #TSM #madeaspark","","","","","","","","N",NA,"Have you heard the myth that sharks must keep swimming or they will drown? How about the one that ants never sleep? While there are a few species of sharks that must keep swimming in order to stay alive, we aren’t sharks. But, sometimes pressing the pause button is just what an organization needs. 

Check out the latest blog in the Sparkler by TSM consultant, Armani Hall. 🦈
LINK IN BIO☝",3,0,0,0,3,1,1,1,15,0,3,"1",1,1
"251","The Spark Mill","7/26/2021","Instagram","Mon","","Personal","Words",7,0.006475485661,0,NA,2,2,"#madeaspark #changemanagement","","","","","","","","N",NA,"Happy Monday.",3,0,0,0,3,0,0,0,11,0,3,"0",0,0
"252","The Spark Mill","5/25/2021","Instagram","Tue","","Advertisement","Words",23,0.02127659574,0,NA,22,0,"","","","","","","","","N",NA,"Okay folks - you can’t say you are committed to DEI if you don’t. Read more including research on our blog.",3,1,0,0,2,0,0,0,1,1,2.5,"1",0,0
"253","The Spark Mill","3/19/2021","Instagram","Fri","","Information","Words",6,0.005550416281,0,NA,45,0,"","","","","","","","","N",NA,"In 2020 companies went virtual. But, with vaccinations and a sense of normalcy on the horizon, what does that mean for employees working from home? Check out our latest blog about four things managers should consider when leading a hybrid working environment.

Link in bio👆🏼",3,1,0,0,2,1,0,1,12,0,2.5,"2",1,0
"254","The Spark Mill","3/18/2021","Instagram","Wed","","Information","Video",14,0.01295097132,1,NA,28,0,"","","","","","","","","N",NA,"Reflections on the 2nd Cohort of Thrive

Recapping The 2nd Cohort of Thrive with The Spark Mill’s Chris Bennett and Holly Gordon from The Collaboratory of Virginia",3,0,0,0,2,0,0,1,4,1,2.5,"0",1,0
"255","Hofbauer Consulting","3/2/2022","Instagram","Wed","","Promotion","Graphic",6,0.03488372093,0,NA,27,22,"#womenshistorymonth #womenshistory #historyinthemaking #badasswomen #she #her #they #them #culture #motherhood #sisterhood #singlehood #bewhoyouwanttobe #lifteachotherup #love #genderequity #womenleaders #powerfulwomen #womenofcolor #womenofamerica #womenoftheworld #rva","","","","","","","","N",NA,"Women's History Month is a time to shine a light on the accomplishments of the badass women throughout history who contributed to our culture and society. 💪🥂",3,0,0,0,3,0,1,1,5,1,3,"0",1,1
"256","Hofbauer Consulting","2/16/2022","Instagram","Wed","","Information","Words",8,0.04651162791,0,NA,37,20,"#badass #bravery #fightforfreedom #legend #standtogether #success #livemas #bebold #writeyourownstory #standupforcivilrights #humanrights #learnfromourpast #embraceabettertomorrow #equity #equality #wearethehumanrace #blackhistoryisamericanhistory #RVA #supportblackowned #smallbusiness","","","","","","","","N",NA,"Robert Smalls, just before dawn on May 13th, 1862, commandeered an armed confederate ship and made it through 4 confederate check-points until he and his crew of fellow slaves made it to union waters to freedom. 💪💪💪🛶",3,0,0,0,3,0,0,1,2,1,3,"0",1,0
"257","Hofbauer Consulting","1/30/2022","Instagram","Sun","","Personal","Miscellaneous",5,0.02906976744,0,NA,10,8,"#coldaf #13degrees #rva #vaweather #virginia #winter2022 #notwarm #soupweather","","","","","","","","N",NA,"13 degrees?! 🌡We hope everyone is bundled up this morning! 🥶❄️",3,0,0,1,3,0,1,0,7,0,3,"0",1,1
"258","Hofbauer Consulting","1/17/2022","Instagram","Mon","","Information","Words",2,0.01162790698,0,NA,1,15,"#MLKday2022 #cancelinjustice #standtogether #continuetofightracism #inequalityisinjustice #fightfortherightsofeveryhumanbeing #blackrightsarehumansrights #MartinLutherKingJr #thankyou #bebold #standtall #hatecannotdriveouthate #onlylovecandothat #ihaveadream #civilrights","","","","","","","","N",NA,"✌️💪",3,0,0,1,2,0,1,0,13,0,2.5,"0",1,1
"259","Hofbauer Consulting","1/10/2022","Instagram","Mon","","Promotion","People",3,0.01744186047,1,NA,156,15,"#supportlocal #commnuityfocus #neighbor #spreadlove #standtogether #supportsmallbusiness #dreasmreallydocometrue #thinkbigshopsmall #virginia #VA #hopewelldowntown #inspire #workingtogether #buildingabettertomorow #uplifttoday","","","","","","","","Y",NA,"Do you want to open your very own brick-and-mortar shop? (or know someone who does?) Would $30k help that dream become a reality? WELL, our friends at @hopewelldowntown have some exciting news! 

Applications for The Community Business Pitch Competition is a chance to win $30,000 to turn your dream into a reality. Main Streets give small businesses a place to thrive while supporting and empowering the local community. Supporting local businesses is better for the environment, better for your community, and you are supporting the passion of your fellow neighbor. 

To learn more about this opportunity, attend their virtual info session TOMORROW January 11th at 6pm. Register on their website! 

A Business Pitch Competition hosted by the Hopewell Downtown Partnership and made possible through the Department of Housing and Community Development’s Community Business Launch (CBL) grant program. ( @VaDHDC )

Learn more: 
👉 https://www.hopewelldowntown.com/resources/cal
👉https://www.dhcd.virginia.gov/cbl",3,1,0,0,3,1,0,1,11,0,3,"2",1,0
"260","Hofbauer Consulting","1/3/2022","Instagram","Mon","","Personal","Miscellaneous",7,0.04069767442,0,NA,71,10,"#VirginiaWeather #gohomeyouredrunk #bundleup #homeofficeperks #rva #smallbusiness #nonprofits #supportnonprofits #backatit #readyfor2022","","","","","","","","N",NA,"We are thrilled to be back in the office after a lovely holiday season with our friends and family. ☺️

It appears winter decided to come back to the office as well. From t-shirts and warm breezes on Saturday to hot tea and blankets this morning. Looks like my winter jacket will get some use this season. 🤣

We hope everyone is able to stay warm and travel safely through this snow!❄️",3,0,1,1,2,0,1,1,3,1,2.5,"0",2,2
"261","Hofbauer Consulting","1/1/2022","Instagram","Sat","","Personal","Video",16,0.09302325581,2,NA,19,9,"#rva #happynewyear #newbeginnings #richmond #nonprofits #spreadlove #friends #family #love","","","","","","","","N",NA,"Cheers to making 2021 great together. We look forward to a new year full of growth and new friendships. 🤩",3,0,0,1,3,0,0,1,1,1,3,"0",2,0
"262","Hofbauer Consulting","12/21/2021","Instagram","Tue","","Personal","Miscellaneous",4,0.02325581395,0,NA,16,8,"#smallbusinessperks #lovewhatyoudo #rva #welovenonprofits #comfortiskey #warmtoes #livingthedream","","","","","","","","N",NA,"Last meeting of the year…so naturally…. We both showed up in our slippers. 🤣

@ghofbauer @inspiresomeon3 ",3,0,1,1,3,0,1,1,9,0,3,"0",2,2
"263","Hofbauer Consulting","12/8/2021","Instagram","Wed","","Personal","Miscellaneous",7,0.04069767442,0,NA,81,11,"#itsnotsummeranymore #winteriscoming #lovewhatyoudo #worklifebalance #bosseswhorock #rvasmallbusiness #nonprofitsrock #supportlocal #embracelocal #shopsmall #keepitweird","","","","","","","","N",NA,"It’s that time of year to whip out your favorite mug. ☕️🍵

Mine is this hand painted, wide base, clay creation of perfection. It was a gift from @ghofbauer 2 years ago from a local #RVA potter and it keeps my hands toasty while reminding me of the the things I love to do when I’m not doing the work I love. 

Let me see those mugs! What do you put your favorite beverage in when it’s chilly outside? 🤔 ",3,0,0,1,3,1,1,1,3,1,3,"1",2,1
"264","Hofbauer Consulting","12/1/2021","Instagram","Wed","","Promotion","Graphic",3,0.01744186047,0,NA,80,16,"#RVA #supportlocal #supportcommunity #supportsmallbusiness #naytobigbox #yaytoshoppinglocal #homesweethome #whateverholidayyoucelebrate #celebratetogether #celebratecommunity #donate #experiences #love #peace #notjustchristmas #learnaboutyourneighbor","","","","","","","","N",NA,"Ah, December 1st, we know what holiday is just around the corner. This year, especially, consider shopping local for the gifts and experiences you wish to share with your friends and family this gift-giving season. By supporting local you are supporting your neighbor, you are feeding a family, you are supporting the very businesses and organizations that make home the warm quirky place you love calling ""home"". 

Keep it simple, keep it cool, keep it unique, keep it local. ✌️",3,0,0,0,3,1,1,1,11,0,3,"1",1,1
"265","Hofbauer Consulting","11/15/2021","Instagram","Mon","","Promotion","Graphic",2,0.01162790698,0,NA,64,14,"#NationalNativeAmericanHeritageMonth #honorwithaction #learnmore #learntheirhistory #respectculture #education #raiseawareness #filmmaking #tellingtheirstory #guestspeakers #RVA #VMFA #november20221 #RVA","","","","","","","","Y",NA,"The 2021 Pocahontas Reframed Film Festival will be at the VMFA Virginia Museum of Fine Arts this year from November 19th thru the 21st.🎉 [Virtual Festival 11/21 - 11/26/2021]

This festival is to help raise awareness of Native American languages, cultures, and societies through films from the perspective of Native Americans. 

To learn more and get your tickets visit: https://pocahontasreframed.com/",3,0,0,0,3,1,0,1,13,0,3,"1",1,0
"266","Hofbauer Consulting","10/13/2021","Instagram","Wed","","Advertisement","Words",6,0.03488372093,0,NA,120,13,"#themoreyouknow #peaceofmind #whohasyourback #wedo #supportlocal #smallbusiness #websecurity #websitesecurity #richmondwebsolutions #websitebackup #learnmore #themoreyouknow #knowledgeispower","","","","","","","","N",NA,"Do any of these search bars look familiar? Have you ever had one of those ""Oh S*#!"" moments? We all have because WE ARE HUMAN. 

With more of the world accessing services and information digitally, it is important to have your website backed up in case of hackers, computer crashes, server errors, human errors, etc. Having a backup of your website not only allows you to pick up right where you left off, but it minimizes the time spent offline trying to figure out what happened and how to resolve it which could result in loss of engagement with your clientele. 

Hofbauer Consulting is constantly innovating so YOU can focus on your mission, let us take care of the rest.",3,0,0,0,2,1,0,1,5,1,2.5,"1",1,0
"267","Hofbauer Consulting","6/22/2021","Instagram","Tue","","Personal","Words",4,0.02325581395,0,NA,57,11,"#sharingiscaring #snailmailhighfive #kickassorganizations #supportnonprofits #supportsmallbusiness #supportcommmunity #together #standtogether #RVA #RVAsmallbusiness #virginina","","","","","","","","Y",NA,"Help us thank teams that are doing AWESOME things for the community!

Each month we send out personalized handwritten thank you cards to organizations who are making things happen for the community. Leave a comment or fill out the form on our website to let us know who to give a shout out to! 

👉 👉 👉 👉https://hofbauerconsulting.com/",3,0,0,0,3,1,0,1,9,0,3,"1",1,0
"268","Hofbauer Consulting","5/22/2021","Instagram","Sat","","Promotion","Graphic",2,0.01162790698,1,NA,66,11,"#rva #communitysupport #rvasteong #communitylove #richmond #farmersmarkets #outdooradventures #nonprofits #smallbusiness #entrepreneur #sharingiscaring","","","","","","","","N",NA,"Tis’ the season for allergies of all varieties. We hope you are getting outside and #supportinglcoal. Farmers markets everywhere, outdoor events, and live music are abundant this time of year. 

Show some love for your #community this year! 

We’d love to hear about any small businesses or non-profits you support! Comment here so we can check them out and give them a shout out! ",3,1,0,0,3,1,1,1,13,0,3,"2",1,1
"269","Hofbauer Consulting","4/11/2021","Instagram","Sun","","Personal","Miscellaneous",5,0.02906976744,0,NA,42,8,"#smallbusiness #nonprofit #supportlocal #virtualoffice #virtual #homesweethome #work #workflow","","","","","","","","N",NA,"Upgrade your space, de clutter your mind, optimize your #workflow. 

It’s the small things that count sometimes. Having time to focus on you and your space is important to ensuring a inspiring work zone. 

What’s your #work space look like? ",3,0,0,0,3,1,1,1,7,0,3,"1",1,1
