name,text,likes,comments,hashtag,question_mark,emoji,average_length,clean_text,followers,response
nonprofitist,"This year's Virtual Summit for Nonprofit Changemakers - March 23-25 - features a number of great speakers, including Nonprofit.ist founder Heather Yandow and a number of Nonprofit.ist experts. Here's a quick recap of last year's informative sessions. Intrigued? Register now! --> https://www.eventcombo.com/e/virtual-summit-for-nonprofit-changemakers-being-the-change-41519?afId=917

TopNonprofits
March 2, 2021 at 9:20 PM ·

Highlight reel from our 2020 Virtual Summit for Nonprofit Changemakers!

Join us this year!

📅 March 23-25, 2021
🔗 https://nonprofitchangemakers.com/
🌍 Join virtually from anywhere!
🗣 Don't forget to invite your team!
🤝 Theme: #bethechange",0,1,1,2,5,6.770833333,"This year's Virtual Summit for Nonprofit Changemakers - March 23-25 - features a number of great speakers, including Nonprofit.ist founder Heather Yandow and a number of Nonprofit.ist experts. Here's a quick recap of last year's informative sessions. Intrigued? Register now! --> 

TopNonprofits
March 2, 2021 at 9:20 PM ·

Highlight reel from our 2020 Virtual Summit for Nonprofit Changemakers!

Join us this year!

📅 March 23-25, 2021
🔗 
🌍 Join virtually from anywhere!
🗣 Don't forget to invite your team!
🤝 Theme: ",241,0.004149378
nonprofitist,"We're so excited to work with Melissa again on what promises to be a great session. Registration is free for Nonprofit.ist members but the webinar is open to everyone for a small fee. Register today to save your spot!

#nonprofitconsulting

EVENTBRITE.COM
Consultants Advancing Racial Equity: Lessons & Strategies from the Field

Forward Movement Consulting
March 4, 2021 at 10:42 AM ·

Forward Movement Consulting is thrilled to partner again with Nonprofitist to lead a conversation for consultants working to advance racial equity. Join me and my colleagues as we share lessons and practical strategies from the field. #authenticleadership #racialequity #consultants #leaders4movements

Register Today! https://lnkd.in/dakXK39",1,0,5,0,0,7.283018868,"We're so excited to work with Melissa again on what promises to be a great session. Registration is free for Nonprofit.ist members but the webinar is open to everyone for a small fee. Register today to save your spot!



EVENTBRITE.COM
Consultants Advancing Racial Equity: Lessons & Strategies from the Field

Forward Movement Consulting
March 4, 2021 at 10:42 AM ·

Forward Movement Consulting is thrilled to partner again with Nonprofitist to lead a conversation for consultants working to advance racial equity. Join me and my colleagues as we share lessons and practical strategies from the field.    

Register Today! ",241,0.004149378
nonprofitist,Heather will be presenting a session on smarter strategic planning at this year's Virtual Summit for Nonprofit Changemakers. You can save $50 off early bird tickets when you use promo code SAVE50BUCKS before 2/28! --> https://www.eventcombo.com/e/virtual-summit-for-nonprofit-changemakers-being-the-change-41519?afId=917,5,0,0,1,0,6.736842105,Heather will be presenting a session on smarter strategic planning at this year's Virtual Summit for Nonprofit Changemakers. You can save $50 off early bird tickets when you use promo code SAVE50BUCKS before 2/28! --> ,241,0.020746888
nonprofitist,"According to the latest Charitable Giving Report from Blackbaud, there was a 2% overall giving increase in 2020, with a 21% increase in online giving.

""The overall and digital giving trends in 2020 would be considered quite remarkable in a typical year. But as we all know, 2020 was interrupted by dramatic global events, an economic rollercoaster, withering wildfires and other natural disasters, unprecedented strains on the healthcare system, surging social movements, and political uncertainty. Despite all these headwinds, the generosity of people rose to meet the multitude of challenges.""

#fundraising #charitablegiving #nonprofit #nonprofits #nonprofitfundraising #nonprofitconsulting

INSTITUTE.BLACKBAUD.COM
Executive Summary - Blackbaud Institute",1,0,6,0,0,7.927272727,"According to the latest Charitable Giving Report from Blackbaud, there was a 2% overall giving increase in 2020, with a 21% increase in online giving.

""The overall and digital giving trends in 2020 would be considered quite remarkable in a typical year. But as we all know, 2020 was interrupted by dramatic global events, an economic rollercoaster, withering wildfires and other natural disasters, unprecedented strains on the healthcare system, surging social movements, and political uncertainty. Despite all these headwinds, the generosity of people rose to meet the multitude of challenges.""

     

INSTITUTE.BLACKBAUD.COM
Executive Summary - Blackbaud Institute",241,0.004149378
nonprofitist,"Most nonprofit boards are meeting via video call but are they a one-way or two-way communication? Find how to increase engagement in this great piece from Nonprofit.ist expert Nancy Bacon.

#nonprofit #nonprofitboards #nonprofitconsulting #nonprofileaders #nonprofits

NANCYBACON.COM
Online planning: How to engage your whole board when you have to meet online",1,0,5,1,0,6.615384615,"Most nonprofit boards are meeting via video call but are they a one-way or two-way communication? Find how to increase engagement in this great piece from Nonprofit.ist expert Nancy Bacon.

    

NANCYBACON.COM
Online planning: How to engage your whole board when you have to meet online",241,0.004149378
nonprofitist,"What would you add to this list of myths?

#nonprofits #nonprofit #nonprofitconsulting

FORBES.COM
Council Post: 12 Huge Myths About Nonprofits That Need To Be Dispelled",0,0,3,1,0,5.75,"What would you add to this list of myths?

  

FORBES.COM
Council Post: 12 Huge Myths About Nonprofits That Need To Be Dispelled",241,0
nonprofitist,"Need a break? Check out this CharityJen crossword puzzle created by Nonprofit.ist expert Jen Newmeyer, based on her book ""The Insider's Guide to Online Fundraising: Finding Success When Surrounded by Skeptics."" Post in the comments if you complete it!

#nonprofitconsulting #nonprofit #nonprofitfundraising

CHARITYJEN.COM
Crossword - CharityJen",1,0,3,1,0,7.333333333,"Need a break? Check out this CharityJen crossword puzzle created by Nonprofit.ist expert Jen Newmeyer, based on her book ""The Insider's Guide to Online Fundraising: Finding Success When Surrounded by Skeptics."" Post in the comments if you complete it!

  

CHARITYJEN.COM
Crossword - CharityJen",241,0.004149378
nonprofitist,"Looking for free or low-cost tools that can help your nonprofit achieve its mission? Here's a great list from Nonprofit Tech for Good.

#nonprofits #nonprofit #nonprofitmanagement #nonprofitconsulting

NPTECHFORGOOD.COM
106 Free Online Tools and Resources for Nonprofits",1,0,4,1,0,6.55,"Looking for free or low-cost tools that can help your nonprofit achieve its mission? Here's a great list from Nonprofit Tech for Good.

   

NPTECHFORGOOD.COM
106 Free Online Tools and Resources for Nonprofits",241,0.004149378
nonprofitist,"In the recently released 2020-2021 Digital Marketing Benchmark Report, 70% of the nonprofits that responded say they don't have an outlined email marketing strategy. That strategy can be critical to fundraising success so contact a Nonprofit.ist expert for assistance in setting up your strategy.

NONPROFIT.IST
Search Qualified Nonprofit Experts | Nonprofit.ist",1,0,0,0,0,8.066666667,"In the recently released 2020-2021 Digital Marketing Benchmark Report, 70% of the nonprofits that responded say they don't have an outlined email marketing strategy. That strategy can be critical to fundraising success so contact a Nonprofit.ist expert for assistance in setting up your strategy.

NONPROFIT.IST
Search Qualified Nonprofit Experts | Nonprofit.ist",241,0.004149378
nonprofitist,"Great recommendation from Nonprofit.ist expert Chyla Graham. Now's the perfect time to follow her advice!

CNRG Accounting Advisory, LLC
January 25, 2021 at 8:52 PM ·

Nonprofit Nugget ALERT!

Give your board a financial report refresher. The beginning of the year is a great time to talk with board members about the financial reports. By making it a standard item on the agenda, people are less self-conscious about asking questions. It's also a good time to talk about changes to the reports.

#Chylagraham #Cnrgaccountingadvisory #Nonprofit #Nonprofitnuggets #Accounting #Legacy #Impact #Nonprofitstrategies #Nonprofitorganization #Nonprofitcpa #Executivedirector #Charity #Nfp #Community #Cnrgadvisory #Causes #Donate #Change #Activism #Fundraising #Giveback #Socialgood #Changemakers #Leadership",1,0,24,0,0,6.285714286,"Great recommendation from Nonprofit.ist expert Chyla Graham. Now's the perfect time to follow her advice!

CNRG Accounting Advisory, LLC
January 25, 2021 at 8:52 PM ·

Nonprofit Nugget ALERT!

Give your board a financial report refresher. The beginning of the year is a great time to talk with board members about the financial reports. By making it a standard item on the agenda, people are less self-conscious about asking questions. It's also a good time to talk about changes to the reports.

                       ",241,0.004149378
nonprofitist,"A great resource from Nonprofit.ist expert Mary Gladstone-Highland. Is your nonprofit organization ready for leadership transitions?

#nonprofitconsulting #nonprofit #nonprofits #nonprofitleadership #nonprofitboards #nonprofitmanagement

SPARKGROUPCONSULTING.COM
Succession Planning-Founder Transitions Creating Good Endings and New Beginnings: A Guide for Executive Directors and Boards | Spark Group | Nonprofit Development and Strategic Planning

Spark Group Consulting
January 28, 2021 at 8:58 AM ·

FREE RESOURCE

Did you know that Spark Group compiled a list of free, helpful, resources?

For instance, are you interested in how to plan for your leadership transitions? Check out this report from the Annie E. Casey Foundation.

https://www.sparkgroupconsulting.com/downloadable-development-resources/7xvsqsainb4knicjaa5gmxtvh71tg8-thjwz

#resources #nonprofit #leadership #transition #nonprofitconsulting",1,0,11,3,0,7.745454545,"A great resource from Nonprofit.ist expert Mary Gladstone-Highland. Is your nonprofit organization ready for leadership transitions?

     

SPARKGROUPCONSULTING.COM
Succession Planning-Founder Transitions Creating Good Endings and New Beginnings: A Guide for Executive Directors and Boards | Spark Group | Nonprofit Development and Strategic Planning

Spark Group Consulting
January 28, 2021 at 8:58 AM ·

FREE RESOURCE

Did you know that Spark Group compiled a list of free, helpful, resources?

For instance, are you interested in how to plan for your leadership transitions? Check out this report from the Annie E. Casey Foundation.



    ",241,0.004149378
nonprofitist,"How can you systemize your fundraising? Find out more in this post from the National Council of Nonprofits.

#nonprofits #nonprofitconsulting #nonprofit

COUNCILOFNONPROFITS.ORG
How to Systemize Your Fundraising",1,0,3,1,0,9.5,"How can you systemize your fundraising? Find out more in this post from the National Council of Nonprofits.

  

COUNCILOFNONPROFITS.ORG
How to Systemize Your Fundraising",241,0.004149378
nonprofitist,"What does this consultant mean? Find out in our latest article on what consultants want you to know! --> https://www.nonprofit.ist/yourconsultant

#nonprofitconsulting #nonprofits #nonprofit #NonprofitLeadership",0,0,4,1,0,6.25,"What does this consultant mean? Find out in our latest article on what consultants want you to know! --> 

   ",241,0
nonprofitist,"With #PPP and other stimulus programs now reopening, Nielsen Training & Consulting and Civitas Strategies are pleased to release a FREE resource to help you navigate stimulus funding and how to apply. The Stimulus Navigator takes you step-by-step through the key questions you need to answer to determine eligibility, forms needed, and even provides easy to complete worksheet samples.
#Nonprofit #Nonpofits #stimulus #Charity #SmallBusiness
https://www.nielsenconsults.com/latestnews/2021/1/20/new-stimulus-navigator-for-nonprofits",1,0,6,0,0,7.142857143,"With  and other stimulus programs now reopening, Nielsen Training & Consulting and Civitas Strategies are pleased to release a FREE resource to help you navigate stimulus funding and how to apply. The Stimulus Navigator takes you step-by-step through the key questions you need to answer to determine eligibility, forms needed, and even provides easy to complete worksheet samples.
    
",241,0.004149378
nonprofitist,"Your consultant wants you to know that honesty is the best policy when it comes to working together. Learn what else you should know --> https://www.nonprofit.ist/yourconsultant

#nonprofitconsulting #nonprofits",0,0,2,0,0,5.75,"Your consultant wants you to know that honesty is the best policy when it comes to working together. Learn what else you should know --> 

 ",241,0
nonprofitist,"How good is your nonprofit at thanking donors? Nonprofit.ist expert Sabrina Walker Hernandez shares what you should be doing on a regular basis to show your gratitude!

Supporting World Hope was live.
January 14, 2021 at 8:45 PM ·

Blog Summary The Ultimate Guide to Thank Your Donors Most nonprofits are not good at saying thank you to their donors. This is a mistake. Thank you or stewardship is a critical part of the fundraising process.
One of the biggest mistakes that nonprofits make is receiving a gift then disappearing until the next fundraising appeal.",1,0,0,1,0,6.673469388,"How good is your nonprofit at thanking donors? Nonprofit.ist expert Sabrina Walker Hernandez shares what you should be doing on a regular basis to show your gratitude!

Supporting World Hope was live.
January 14, 2021 at 8:45 PM ·

Blog Summary The Ultimate Guide to Thank Your Donors Most nonprofits are not good at saying thank you to their donors. This is a mistake. Thank you or stewardship is a critical part of the fundraising process.
One of the biggest mistakes that nonprofits make is receiving a gift then disappearing until the next fundraising appeal.",241,0.004149378
nonprofitist,"What does your consultant want you to know? Here are 5 things gathered from our Nonprofit.ist experts and other consultants. What would you add? Post in the comments below.

NONPROFIT.IST
Nonprofit.ist - 5 Things Your Consultant Wants You to Know",2,0,0,2,0,7.277777778,"What does your consultant want you to know? Here are 5 things gathered from our Nonprofit.ist experts and other consultants. What would you add? Post in the comments below.

NONPROFIT.IST
Nonprofit.ist - 5 Things Your Consultant Wants You to Know",241,0.008298755
nonprofitist,"A conversation about leadership and transition between two Nonprofitist experts: Carol Hamilton and Elizabeth Woolfe. Take a listen!

GRACESOCIALSECTOR.COM
E12 Mission: Impact Managing Leadership Transitions with Liz Woolfe",1,0,0,0,0,7.80952381,"A conversation about leadership and transition between two Nonprofitist experts: Carol Hamilton and Elizabeth Woolfe. Take a listen!

GRACESOCIALSECTOR.COM
E12 Mission: Impact Managing Leadership Transitions with Liz Woolfe",241,0.004149378
nonprofitist,"From Nonprofit.ist expert Joanne Oppelt:

""Your board also needs guidance on what you need from them. Don’t try to tough it out and go it alone. Tell them what they can do to help you be your best during all this stress.""

#nonprofit #nonprofitleadership #nonprofitboards #nonprofitstaff #internalsupport #nonprofitconsulting

JOANNEOPPELT.COM
How to Regain Staff and Board Support Still Reeling from the Effects of COVID-19 - Joanne Oppelt Consulting",0,0,6,0,0,5.9,"From Nonprofit.ist expert Joanne Oppelt:

""Your board also needs guidance on what you need from them. Don’t try to tough it out and go it alone. Tell them what they can do to help you be your best during all this stress.""

     

JOANNEOPPELT.COM
How to Regain Staff and Board Support Still Reeling from the Effects of COVID-19 - Joanne Oppelt Consulting",241,0
nonprofitist,"With COVID-19 changing the world in 2020 and the foreseeable future, your nonprofit has probably had to change how it operates in small or large ways. During this TopNonprofits podcast episode, Sherry Quam Taylor shares her advice about having the tough conversations you need to help your nonprofit be successful. Looking for more support? Visit Nonprofit.ist to connect with a nonprofit consultant.

#nonprofit #nonprofits #nonprofitconsulting #nonprofitleadership

TOPNONPROFITS.COM
Facing Fear to Optimize Your Nonprofit Organization - Top Nonprofits",2,0,4,1,0,7.43902439,"With COVID-19 changing the world in 2020 and the foreseeable future, your nonprofit has probably had to change how it operates in small or large ways. During this TopNonprofits podcast episode, Sherry Quam Taylor shares her advice about having the tough conversations you need to help your nonprofit be successful. Looking for more support? Visit Nonprofit.ist to connect with a nonprofit consultant.

   

TOPNONPROFITS.COM
Facing Fear to Optimize Your Nonprofit Organization - Top Nonprofits",241,0.008298755
nonprofitist,"Julia Campbell created a list of 10 Digital Marketing Trends that will shape nonprofit communications in 2021. What would you add to the list? Are you planning to focus on any of these trends this year?

JCSOCIALMARKETING.COM
10 Digital Marketing Trends That Will Shape Nonprofit Comms In 2021",0,0,0,2,0,7.083333333,"Julia Campbell created a list of 10 Digital Marketing Trends that will shape nonprofit communications in 2021. What would you add to the list? Are you planning to focus on any of these trends this year?

JCSOCIALMARKETING.COM
10 Digital Marketing Trends That Will Shape Nonprofit Comms In 2021",241,0
nonprofitist,Happy New Year! Wishing you a great 2021.,0,0,0,0,0,4.8,Happy New Year! Wishing you a great 2021.,241,0
nonprofitist,"Start 2021 strong! Sign up for your free nonprofit account on Nonprofit.ist and connect with the expert help your organization needs.

NONPROFIT.IST
Find Nonprofit Experts - Consultants, Lawyers, & Accountants | Nonprofit.ist",1,0,0,0,0,7.7,"Start 2021 strong! Sign up for your free nonprofit account on Nonprofit.ist and connect with the expert help your organization needs.

NONPROFIT.IST
Find Nonprofit Experts - Consultants, Lawyers, & Accountants | Nonprofit.ist",241,0.004149378
nonprofitist,"Wild Apricot has listed 10 nonprofit sector trends they expect to see next year. What do you think 2021 holds for nonprofits? Let us know in the comments.

#nonprofitconsulting #nonprofit

WILDAPRICOT.COM
10 Nonprofit Sector Trends for 2021",0,0,2,1,0,6.047619048,"Wild Apricot has listed 10 nonprofit sector trends they expect to see next year. What do you think 2021 holds for nonprofits? Let us know in the comments.

 

WILDAPRICOT.COM
10 Nonprofit Sector Trends for 2021",241,0
nonprofitist,Happy Holidays from the Nonprofit.ist community! Wishing you a safe holiday season.,0,0,0,0,0,7.25,Happy Holidays from the Nonprofit.ist community! Wishing you a safe holiday season.,241,0
nonprofitist,"How would you rate your nonprofit's mission statement? If you're looking for support in making your statement stronger, we have a number of Nonprofit.ist consultants that can help you! --> www.nonprofit.ist

NONPROFITHUB.ORG
Nonprofit Mission Statements – Good and Bad Examples

Nonprofit Hub
December 18, 2020 at 5:00 PM ·

Sometimes mission statements are bad, sometimes they are really bad. And sometimes they are just awful. Here are some examples of both good and bad to help you improve yours.",0,0,0,1,0,7.073170732,"How would you rate your nonprofit's mission statement? If you're looking for support in making your statement stronger, we have a number of Nonprofit.ist consultants that can help you! --> www.nonprofit.ist

NONPROFITHUB.ORG
Nonprofit Mission Statements – Good and Bad Examples

Nonprofit Hub
December 18, 2020 at 5:00 PM ·

Sometimes mission statements are bad, sometimes they are really bad. And sometimes they are just awful. Here are some examples of both good and bad to help you improve yours.",241,0
nonprofitist,"COVID-19 has changed so much, including the technology needs of nonprofits. If your technology needs have changed and you're still trying to find the right technology, contact one of the technology experts listed on Nonprofit.ist to help you!

BLOG.TECHSOUP.ORG
How COVID-19 Is Changing the Technology Needs of Nonprofits",0,0,0,0,0,7.206896552,"COVID-19 has changed so much, including the technology needs of nonprofits. If your technology needs have changed and you're still trying to find the right technology, contact one of the technology experts listed on Nonprofit.ist to help you!

BLOG.TECHSOUP.ORG
How COVID-19 Is Changing the Technology Needs of Nonprofits",241,0
nonprofitist,"Have you seen our latest article on a better way for nonprofits to hire consultants? Repost to share with anyone you think needs this advice! --> https://www.nonprofit.ist/rfp

NONPROFIT.IST
5 Questions to Answer Before You Call a Consultant",0,0,0,1,0,6.578947368,"Have you seen our latest article on a better way for nonprofits to hire consultants? Repost to share with anyone you think needs this advice! --> 

NONPROFIT.IST
5 Questions to Answer Before You Call a Consultant",241,0
nonprofitist,"OneCause just released their report on nonprofit fundraising during the pandemic. One finding? Nonprofits that pivoted to virtual events were more likely to be fundraising at or above their original fundraising goals. Does your nonprofit need help planning for 2021 fundraising in the age of COVID19? Sign up for a FREE Nonprofit.ist membership to find the perfect nonprofit consultant for your needs. --> nonprofit.ist

#nonprofitconsulting #nonprofit #nonprofitfundraising

PRNEWSWIRE.COM
New Report Finds Pivot to Virtual Events Helps Nonprofits Sustain 2020 Fundraising Goals",0,0,3,2,0,7.282608696,"OneCause just released their report on nonprofit fundraising during the pandemic. One finding? Nonprofits that pivoted to virtual events were more likely to be fundraising at or above their original fundraising goals. Does your nonprofit need help planning for 2021 fundraising in the age of COVID19? Sign up for a FREE Nonprofit.ist membership to find the perfect nonprofit consultant for your needs. --> nonprofit.ist

  

PRNEWSWIRE.COM
New Report Finds Pivot to Virtual Events Helps Nonprofits Sustain 2020 Fundraising Goals",241,0
nonprofitist,"Many nonprofits are putting off strategic planning due to the pandemic. Learn more about what nonprofits can do and then visit Nonprofit.ist to find a consultant that can help you plan in a time of uncertainty --> https://onlinelibrary.wiley.com/doi/10.1002/ban.31198

#nonprofitconsulting #nonprofits #nonprofitleadership #strategy",0,0,4,0,0,6.941176471,"Many nonprofits are putting off strategic planning due to the pandemic. Learn more about what nonprofits can do and then visit Nonprofit.ist to find a consultant that can help you plan in a time of uncertainty --> 

   ",241,0
nonprofitist,"Revisiting these lessons from mid-2020, what have you learned in the second half of 2020? Whether you're a nonprofit or a consultant, let us know what you're taking away from 2020 in the comments.

#nonprofitconsulting #nonprofit #nonprofits #nonprofitleadership #consulting

NONPROFITPRO.COM
5 Things I Learned During COVID-19",0,0,5,1,0,6.333333333,"Revisiting these lessons from mid-2020, what have you learned in the second half of 2020? Whether you're a nonprofit or a consultant, let us know what you're taking away from 2020 in the comments.

    

NONPROFITPRO.COM
5 Things I Learned During COVID-19",241,0
nonprofitist,"Successful projects with a consultant need engagement from organization stakeholders - staff, board, and other partners. Ready to hire a consultant to work with your nonprofit? Take a look at our article to prepare and then search our directory --> https://www.nonprofit.ist/5questionstoanswer

#nonprofitconsulting #nonprofit",0,0,2,1,0,7.285714286,"Successful projects with a consultant need engagement from organization stakeholders - staff, board, and other partners. Ready to hire a consultant to work with your nonprofit? Take a look at our article to prepare and then search our directory --> 

 ",241,0
nonprofitist,"We saw this great guide by MOD Lab in a LinkedIn post from Nonprofit.ist expert Chris Tuttle of TuttleCo. Are you thinking about accessibility in your nonprofit's content?

MOD-LAB.COM
A Guide to Publishing Accessible Content",1,0,0,1,0,7,"We saw this great guide by MOD Lab in a LinkedIn post from Nonprofit.ist expert Chris Tuttle of TuttleCo. Are you thinking about accessibility in your nonprofit's content?

MOD-LAB.COM
A Guide to Publishing Accessible Content",241,0.004149378
