,name,text,hashtags,likes,comments
36,Nicole Clark Consulting,"
 Join SisterSong August 25 - 28 in Dallas, TX for the Let's Talk About Sex conference.The 2022 conference theme is ""Our Blueprint for a Body Revolution"". Following the end of Roe v. Wade, Let's Talk About Sex is a vital opportunity to assess our new reality and deepen our work at the intersections of #reproductivejustice. Register at https://lnkd.in/dqMmib6. Can't make it to Dallas? Virtual registration is also available. #letstalkaboutsex #reproductivejustice #raiseyourvoice #Dallas
","['reproductivejustice.', 'letstalkaboutsex', 'reproductivejustice', 'raiseyourvoice', 'Dallas\n']",4,1
37,Nicole Clark Consulting,"
 You can’t rush trust building. As we prove ourselves to each other, more will be revealed in time. And when that information is revealed, it’s up to all of us to work together to hold that trust.  How do you establish trust when working in a client-consultant relationship? Read more of this week’s blog post at                                                                                                                                                                                            https://lnkd.in/eWw7Jjnk
",0,3,2
38,Nicole Clark Consulting,"
 The Reproductive Justice Fund, launched by HEART Women & Girls is currently raising $7000 to support critical services for Muslim communities.  Make a donation to HEART's Reproductive Justice Fund today below.
",0,8,0
39,Nicole Clark Consulting,"
 From supporting young parents to celebrating the important roles community health centers play, how will you raise your voice for women and girls of color in August?Share what you're doing this month and find more awareness observances at https://lnkd.in/d5k-tr2#socialwork #publichealth #nonprofits #reproductivejustice
","['socialwork', 'publichealth', 'nonprofits', 'reproductivejustice\n']",4,0
40,Nicole Clark Consulting,"
 The beauty of working on different projects is how unique and complex each project is. While some aspects are easy to predict, we all have a role to play in ensuring the project moves forward.  And that includes a healthy dose of transparency. How do you navigate the uniqueness and complexity of a project? Read more at https://lnkd.in/ejWzGKxv
",0,1,0
41,Nicole Clark Consulting,"
 EMILY's List Ignite Change Fellowship is a nine-week virtual initiative to train community leaders and advocates to become the next generation of Democratic pro-choice candidates.  The Fellowship will cover a variety of topics, including:* Understanding the nuts and bolts of politics * Developing your personal story and messaging * Fundraising best practices Applicants should also exhibit the following attributes:* Experience serving as an organizational leader or advocate in their community* An eagerness to potentially run for office in the future* No prior or current history of being a candidate or running for office* Applicants from historically underserved communities, including women of color, LGBTQ+ women and non-binary people, women from rural communities, and women with disabilities are strongly encouraged to apply. The program is free for accepted applicants. Apply by September 9 at https://lnkd.in/ea_eZ2pc
",0,3,1
42,Nicole Clark Consulting,"
 From addressing the mental health needs of Black, Indigenous, and People of Color (BIPOC) to reducing plastic pollution, how will you raise your voice for women and girls of color* in July?Share your plans, and check out the Awareness Day Finder at https://lnkd.in/dqc26Vp #socialwork #publichealth
","['socialwork', 'publichealth\n']",1,0
43,Nicole Clark Consulting,"
 You may have heard of SWOT, but have you heard of SOAR?Throughout the year, I've used this process with my strategic planning clients, most whom are organizations that advocate for or provide abortion access services. While they wait for the SCOTUS' decision on Dobbs vs. Jackson Women’s Health Organization, they're moving forward anyway. One way they've moved forward is with a SOAR analysis, a process for understanding what each organization already has that positions them to push though challenging times. Read more about SOAR at https://lnkd.in/gsG54tGe . Try this activity and let me know how it goes for you. #strategicplanning #nonprofits
","['strategicplanning', 'nonprofits\n']",8,5
44,Nicole Clark Consulting,"
 Join National Advocates for Pregnant Women, Physicans for Reproductive Health, Association of Prosecuting Attorneys, and Partners for Justice on June 23rd at 12pm EST for the launch of “Confronting Pregnancy Criminalization: A Practical Guide for Healthcare Providers, Lawyers, Medical Examiners, Child Welfare Workers, and Policymakers” , a first-of-its-kind, multidisciplinary toolkit to reject criminalization of pregnancy at all stages, including abortion.With the end of Roe v Wade near,  practitioners across multiple disciplines should be equipped with the necessary tools and strategies to confront the criminalization of all pregnancy outcomes. Register at https://t.co/FEbVXYEHML. #socialwork #publichealth #policy
","['socialwork', 'publichealth', 'policy\n']",2,0
45,Nicole Clark Consulting,"
 Towards the end of 2021, I made the decision to branch out from focusing solely on sexual and reproductive health, rights, and justice work,  allowing me to see the full scope of how the systems we engage with impact how we access sexual and reproductive healthcare. This client’s project could not have been more timely, allowing me to focus on an area I’ve never worked in until now: gun violence prevention.This project reinvigorated my desire to push myself out of my comfort zone, to strengthen my learning and skills as consultant and partner, and to help me gain clarity in how I want to show up for the communities my clients and partners serve.Read more about my services at https://lnkd.in/dG8tez5G and let me know how we can work together.  #socialwork #publichealth #programevaluation #nonprofits
","['socialwork', 'publichealth', 'programevaluation', 'nonprofits\n']",17,2
46,Nicole Clark Consulting,"
 Not everything that matters can easily be measured, and what’s easily measured doesn’t always matter. The clearer your WHY becomes, the greater your chances of measuring what truly matters.What strategies do you have for measuring what matters? Read more at https://lnkd.in/gz4Pd-uQ#research #evaluation #socialwork #publichealth #nonprofits
","['research', 'evaluation', 'socialwork', 'publichealth', 'nonprofits\n']",3,3
47,Nicole Clark Consulting,"
 The current baby formula shortage in the U.S. has left many people anxious about how to feed their babies.Many people, including those who breastfeed/chest feed, rely on formula for nutrition. The Dept. of Health and Human Services has launched the Information for Families During the Formula Shortage website to provide information on measures being taken to address the formula shortage, resources to locate baby formula, and more. Read more at http://HHS.gov/formula. (English, Spanish, Haitian Creole, Navajo, and Vietnamese). #publichealth #socialwork
","['publichealth', 'socialwork\n']",3,0
48,Nicole Clark Consulting,"
 In the Raise Your Voice newsletter, I share my thoughts on building stronger, equitable practices to help you raise your voice for women and girls of color. Plus, I share curated resources and personal insights as I work with clients and partners.⠀⠀Sign up today at https://lnkd.in/gk3ADyc and get a copy of “The Revolution Starts with Me!” self care zine. ⠀
",0,1,0
49,Nicole Clark Consulting,"
 Today marks 6 years of full time consulting for me. Among the many things I thought about in the beginning stages, naming my business was very simple. Or so I thought. It's hard to hide from the internet when your name is in your business, but this can also make you more determined to make your business successful. What are your pros and cons for naming a business after yourself? Read more at https://lnkd.in/g5GiqPnB#socialwork #publichealth #business #businessadvice
","['socialwork', 'publichealth', 'business', 'businessadvice\n']",6,2
50,Nicole Clark Consulting,"
 The inaugural National Black Researchers Week is June 20-24. Hosted by Association of Black Researchers (ABR), the 2022 theme is ""Amplify, Support, and Uplift all Black Researchers"", sharing lessons learned and words of wisdom with current and future Black researchers in STEM, Public Health, Trauma-Informed and Educational research disciplines. All week, there will be daily giveaways, including items from ABR, STEMNoire, Battle Strategic Consulting, Queenivism, EssieSpice, Good Health Candle, and more. There will also be two special sessions just for research students interested in applying to graduate school or a career in public health research.Event registration is free. Register today at https://lnkd.in/gMue9xwQ #blackresearchers #NBRW #research
","['blackresearchers', 'NBRW', 'research\n']",6,0
51,Nicole Clark Consulting,"
 From the inaugural National Black Researchers Week to LGBTQIA Equal Pay Day, how will you raise your voice for women and girls of color* in June?Share what you're doing in your community, and check out the Awareness Day Finder at https://lnkd.in/dwnRcxkQ#socialwork #publichealth #reproductivejustice
","['socialwork', 'publichealth', 'reproductivejustice\n']",6,0
52,Nicole Clark Consulting,"
 The best way to advocate for #reproductivejustice and the right to abortion access right now is to support your local abortion fund. Here's a list of over 90 funds to donate your money and/or time to:
",['reproductivejustice'],13,0
53,Nicole Clark Consulting,"
 #BlackHealingRemixed is back!Join Black Emotional and Mental Health Collective (BEAM) on May 14 (virtual) and 15 (Los Angeles) for honest talks, skills building, Black healing and many amazing guests, including the incomparable Debbie Allen!I’m so proud to be a member of BEAM’s board of directors! Visit https://lnkd.in/emMKje-w and get your tickets today.#MentalHealthAwarenessMonth #LosAngeles
","['BlackHealingRemixed', 'MentalHealthAwarenessMonth', 'LosAngeles\n']",7,0
54,Nicole Clark Consulting,"
 From appreciating midwives, nurses, receptionists and teachers, to experiencing periods with dignity, how will you raise your voice for women and girls of color* in May?Share what you're doing in your communities, and check out the Awareness Day Finder at https://lnkd.in/g2BSCBi. #socialwork #publichealth
","['socialwork', 'publichealth\n']",4,0
55,Nicole Clark Consulting,"
 While it’s easier to see how Reproductive Justice looks within programs, services, and data driven processes, the framework can also be applied to other organizational areas, increasing your organization's ability to be as responsive to staff needs as you are to the communities you serve.Read this week's blog post at https://lnkd.in/ducEMBaV#socialwork #publichealth #reproductivejustice
","['socialwork', 'publichealth', 'reproductivejustice\n']",3,0
56,Nicole Clark Consulting,"
 Join Nurses for Sexual and Reproductive Health on April 16th, 2022 from 11am-5pm ET for its day-long conference, Critical Thinking for Critical Care.From critiquing systems of harm within research, to deepening understanding of sexual and reproductive health (SRH) in different nursing sectors, learn how to engage in digital SRH activism. Registration is free for all NSRH Members and $30 for non-members: https://lnkd.in/dYW8_MX9 #nursing #sexualhealth #reproductivehealth
","['nursing', 'sexualhealth', 'reproductivehealth\n']",2,0
57,Nicole Clark Consulting,"
 From infertility awareness to highlighting the crisis of missing and murdered Indigenous women and girls, how will you raise your voice for women and girls of color* in April?Share what you’re doing and check out the Awareness Day Finder at https://lnkd.in/g2BSCBi#April #reproductivejustice #socialwork #publichealth
","['April', 'reproductivejustice', 'socialwork', 'publichealth\n']",2,0
58,Nicole Clark Consulting,"
 Program design, monitoring and evaluation go hand in hand. Reproductive Justice presents an added layer to how your organization engages with and hold itself accountable to communities. Try this process out and let me know how it goes for you (or if you’d like for me to assist you with this process, let me know how we can work together).Read more at https://lnkd.in/dkAhGFi3 #reproductivejustice #programdesign #programevaluation
","['reproductivejustice', 'programdesign', 'programevaluation\n']",9,0
59,Nicole Clark Consulting,"
 Last week, National Asian and Pacific American Women’s Forum (NAPAWF), in partnership with The Asian American Foundation and the Korean American Community Foundation, released findings from its groundbreaking survey spotlighting the experiences of Asian American and Pacific Islander women with discrimination, harassment and violence in 2021.Racialized misogyny of AAPI women has resulted in different forms of harassment and hate incidents, exacerbated by the COVID-19 pandemic.Download the joint safety report: https://lnkd.in/dfSAursK
",0,2,0
60,Community Evaluation Solutions,"
 Excited to be attending and presenting at the GA School of Addition Studies. Addiction is a series medical condition.  #prevention works. #recovery is possible. #gapol #garecovers #GSA2022
","['prevention', 'recovery', 'gapol', 'garecovers', 'GSA2022\n']",0,0
61,Community Evaluation Solutions,"
 Thank you to all our workshop participants. Love teaching coalition evaluation and engaging communities with Susan M Wolfe, PhD
",0,0,0
62,Community Evaluation Solutions,"
 @veroviews presents the closing keynote at @CES_SCE_Conf @aeaweb  and challenges #eval to think not only about the WHY but also the how.
",['eval'],0,0
63,Community Evaluation Solutions,"
 Hope you’ll join me and @susanwolfe at the Canadian Evaluation Society Conference at our pre-conference workshop, ""Evaluating Community Collaboratives"". Learn how to #eval your coalition. #EvalC2022
","['eval', 'EvalC2022\n']",0,0
64,Community Evaluation Solutions,"
 Many of the nonprofit and coalition leaders I work with feel like they meet themselves coming and going. You can’t make the time to make evaluation and data collection a priority because you are so darn busy.One day, you tell yourself, you will have the time to organize your data and make evaluation a priority. You will finally be able to make informed decisions rather than operate in crisis mode. You have people to take care of after all!It’s not wrong to prioritize service over #’s. You choose your work because you wanted to help people!Wouldn’t it be great to have all the powerful evidence you need at your fingertips to satisfy your funders, provide feedback to your key stakeholders, and be accountable to your community members? Imagine no longer having to spend hours digging for the information you need for the funder report or last-minute information request. So stressful!I don’t know about you but I HATE to spend time looking for things. Take my email in-box. I admit it, it’s a mess. Sixty thousand emails because I never delete anything. I so need to Marie Kondo my in-box. I am DETERMINED to do it and get everything in the right folder so I can find important information quickly and not be distracted by the unimportant stuff or junk!Imagine if you had the information you need at your finger-tips, no more stress, no more frantic searches. You can have a system that fits within your busy day and makes your life easier. Here’s a secret, most nonprofits and coalitions don’t need a fancy, expensive data system or CRM. Here are three simple tips for you:1.     Good old Excel will take you a long way. No fancy, expensive software needed.2.     Pick the most important “process data” (AKA things you can count) to measure. You know, the things you are asked to report on most often (Number served, who you serve, level of services etc.).3.     Pick a few outcomes (changes in attitudes, knowledge, behaviors, or policy changes) that get to the heart of the change you are working to achieve.Reality check: Your evaluation process doesn’t have to be perfect! You just need to get started. Is my in-box totally organized? Nope not yet. But every day, I tackle it a little bit. Let this be the day you move towards being able to know that you are making a difference. Take the baby steps that move you and your organization towards the peace and clarity that comes from knowing exactly how to show you are making a difference.#leaders #nonprofit #community #coalition #data
","['’s.', 'leaders', 'nonprofit', 'community', 'coalition', 'data\n']",0,0
65,Community Evaluation Solutions,"
 Can't wait to see you in my office hours.
",0,1,0
66,Community Evaluation Solutions,"
 Hey #nonprofit and #coalition #leaders, it’s your turn for free office hours. Join me for the 1st Ask Me Anything session 4/13th 12 PM EST. Bring your questions about all things #eval #strategy or whatever is on your mind. Registration is required. https://bit.ly/3JgMN0e
","['nonprofit', 'coalition', 'leaders,', 'eval', 'strategy']",0,0
67,Community Evaluation Solutions,"
 Office hours for #new and emerging #eval #consultants this Friday at 11 AM EST. I have been in training for 2-days so help me out. What do you want to talk about?Register to attend Bitly Link: https://bit.ly/3JQQYjP #evaluation #consulting
","['new', 'eval', 'consultants', 'evaluation', 'consulting\n']",0,0
68,Community Evaluation Solutions,"
 On this #InternationalWomensDay I want to thank all the mother figures in my life.
",['InternationalWomensDay'],0,0
69,Community Evaluation Solutions,"
 Psyched for this talk! Telling Your Evaluation Story at the Governor’s and Mayor’s Challenge to Prevent Suicide Among Service Members, Veterans, and their Families Innovations Conference next week in Alexandria, VA. #eval #datastories #SuicidePrevention
","['eval', 'datastories', 'SuicidePrevention\n']",0,0
70,Community Evaluation Solutions,"
 My latest LI article. Sign up for my weekly posts on our website.#evaluation #nonprofits #community https://bit.ly/3Q1ft07
","['evaluation', 'nonprofits', 'community']",0,0
71,Community Evaluation Solutions,"
 Because I like my dentist and GIFs. #evaluation #nonprofits #communities #coalitions
","['evaluation', 'nonprofits', 'communities', 'coalitions\n']",0,0
72,Community Evaluation Solutions,"
 Looking forward to #AASS in April. #suicideprevention #suicideawareness
","['AASS', 'suicideprevention', 'suicideawareness\n']",0,0
73,Community Evaluation Solutions,"
 Excited to be getting back out on live stages in 2022. First up @susanwolfe and I invite you to join is #AAS22! We will be teaching people committed to suicide prevention a basic evaluation framework that is easy to understand, accessible, and feasible. Learn how to engage in a participatory approach that is inclusive, addresses inequities, focuses on a public health approach to prevention, and policy and systems level change. This workshop will introduce an actionable framework that emphasizes building evaluation capacity to create learning cultures.
",['AAS22!'],0,0
74,Community Evaluation Solutions,"
 On this week's Community Possibilities podcast, Community Builder Danyetta Najoli offers these tips:1) Connect others on common interests. No one wants to be labeled by a negative.2) Create strong neighborhoods through bringing people into the lives of others.3) We all want to be named and known!4) There are ""treasures"" withing our neighborhood and communities. Find your local treasures.5) Attract others through hospitality or other ways that speak to them. Not every approach works for all people. 6) Ever heard of a ""Human Library?"" Me either!7) Use an asset-based community model  and an approach the values roles not disabilities. (links in the show notes). https://lnkd.in/dsu9GjYc#communityleaders #communityengagement #equity #leadership
","['communityleaders', 'communityengagement', 'equity', 'leadership\n']",0,0
75,Community Evaluation Solutions,"
 Have you been working on your next, right step? Let's discuss! #newevaluators #eval #consultants Register in advance for this meeting: https://bit.ly/3rD1lAT
","['newevaluators', 'eval', 'consultants']",0,0
76,Community Evaluation Solutions,"
 Kathleen Sullivan sets me and #communityleaders, especially #nonprofits straight. Your #elected officials want and need to hear from you. Listen to our conversation on my #podcast, Community Possibilities. https://bit.ly/3AAsTtp
","['communityleaders,', 'nonprofits', 'elected', 'podcast,']",0,0
77,Community Evaluation Solutions,"
 Wishing you and yours the happiest and healthiest New Year!
",0,0,0
78,Community Evaluation Solutions,"
 Just what is #philanthropy? This conversation with get you thinking. Join me and Salvatore Alaimo for an inspiring conversation. #nonprofits #foundations #evaluationhttps://lnkd.in/eF-caffi
","['philanthropy?', 'nonprofits', 'foundations', 'evaluationhttps://lnkd.in/eF-caffi\n']",0,1
79,Community Evaluation Solutions,"
 Just what is #philanthropy? This conversation with get you thinking. Join me and Salvatore Alaimo for an inspiring conversation. #nonprofits #foundations #evaluationhttps://lnkd.in/dP9tqkt
","['philanthropy?', 'nonprofits', 'foundations', 'evaluationhttps://lnkd.in/dP9tqkt\n']",1,0
80,Community Evaluation Solutions,"
 Hi community leaders. Stuck on where to begin developing a strategy that will work and get your coalition fired up? If you are ready to stop guessing about where to begin, I have a 4-step guide that will help youdevelop a clear path to success, build confidence in your strategyand foster creative collaboration with your team. https://lnkd.in/ekYNHTba #community #leaders #systemschange #nonprofits #foundations
","['community', 'leaders', 'systemschange', 'nonprofits', 'foundations\n']",0,0
81,Community Evaluation Solutions,"
 It's time for the AEA conference! So this week in office hours we are talking about professional associations as a business strategy. See you this Friday at 11 AM EST. You must register in advance. #business #evaluation #consulting
","['business', 'evaluation', 'consulting\n']",0,0
82,Community Evaluation Solutions,"
 A present for #nonprofit and #coalition leaders this Thanksgiving.
","['nonprofit', 'coalition']",0,1
83,Community Evaluation Solutions,"
 I work with so many #nonprofits that just need a little help in telling their story. I have a Thanksgiving present for you. Check out my free course that will teach you how to talk about your #eval data. https://bit.ly/3xmZ1NX #data #dataviz #storytellingwithdata
","['nonprofits', 'eval', 'data', 'dataviz', 'storytellingwithdata\n']",0,0
84,Community Evaluation Solutions,"
 Love the new link to my mini course. Thanks Jackson Tanner Hogue
",0,0,0
85,Community Evaluation Solutions,"
 Call all new/emerging evaluators!
",0,0,0
86,Community Evaluation Solutions,"
 It's hump day which means it's almost Friday. Time for Office Hours! 11 AM EST. New #eval welcome! You must register to attend. https://bit.ly/3DeP8W0
",['eval'],0,0
87,Community Evaluation Solutions,"
 Sharing this week's blog post. To view more blogposts go to our website. Link in comments.
",0,0,0
88,Community Evaluation Solutions,"
 A recent conversation with a #communityleader had me thinking about the burden of evaluation and what #funders #evaluators and #nonprofit leaders can do about it. I'll start.
","['communityleader', 'funders', 'evaluators', 'nonprofit']",0,0
89,Nonprofit Leadership Lab,"
 Hey, Nonprofit Leaders! What is your current favorite inspiring quote? #MotivationMonday
",['MotivationMonday\n'],0,0
90,Nonprofit Leadership Lab,"
 Hey Nonprofit Leader! What's one reason why you chose to do this important work?
",0,1,0
91,Nonprofit Leadership Lab,"
 You like to solve problems for people. You're a helper. You're a passionate champion for your org and its mission.But how do you know when you're going overboard?Check out this blog post to discover the signs: #NonprofitLeader #NonprofitED #BoardChairhttps://lnkd.in/giNB9Gmq 
","['NonprofitLeader', 'NonprofitED', 'BoardChairhttps://lnkd.in/giNB9Gmq']",3,0
92,Nonprofit Leadership Lab,"
 The relationship between you and the board you’ve built is not only the most important relationships in your organization, but it’s also the #1 indicator of your org’s health.As Joan Garry always says, you and your Board Chair are co-pilots.Have a great relationship with your Board Chair? Shout them out below!
",['1'],2,0
93,Nonprofit Leadership Lab,"
 The relationship between you and the board you’ve built is not only the most important relationships in your organization, but it’s also the #1 indicator of your org’s health.As Joan Garry always says, you and your Board Chair are co-pilots.Have a great relationship with your Board Chair? Shout them out below!Click here to learn more about what a high-functioning board looks like: https://lnkd.in/dm84GcV2
",['1'],0,0
94,Nonprofit Leadership Lab,"
 As a leader, you don't have to go it alone...you just have to lead the way.
",0,12,0
