Unnamed: 0,name,text,hashtags,likes,comments,hashtag,question_mark,emoji,average_length,clean_text,corpus,word_count,response,log_plus1,log
16,Viable Insights,"
 ""Since I joined the VI team in May, I feel the most rewarding part of my work is knowing that I am making a difference in the community. Whether it is taking over a project or just doing a tiny part of a project, I know that my work is being used to make positive change.""
",0,5,0,0,0,0,5.52,"
 since i joined the vi team in may i feel the most rewarding part of my work is knowing that i am making a difference in the community whether it is taking over a project or just doing a tiny part of a project i know that my work is being used to make positive change
","['since', 'joined', 'vi', 'team', 'may', 'feel', 'rewarding', 'part', 'work', 'knowing', 'making', 'difference', 'community', 'whether', 'taking', 'project', 'tiny', 'part', 'project', 'know', 'work', 'used', 'make', 'positive', 'change', 'since', 'joined', 'vi', 'team', 'may', 'feel', 'rewarding', 'part', 'work', 'knowing', 'making', 'difference', 'community', 'whether', 'taking', 'project', 'tiny', 'part', 'project', 'know', 'work', 'used', 'make', 'positive', 'change']",50,5,1.791759469228055,1.6094379124341003
17,Viable Insights,"
 We get it - it's difficult to stay on top of projects all while staying flexible to the changing needs and resources available for data-oriented work. That is why we decided to create Data Analyst On-Demand. This program gives you access to all of the resources and skill sets of our team for however many hours your organization needs. We are here for you!#dataanalyst
",['dataanalyst\n'],2,0,1,0,0,6.466666666666667,"
 we get it  its difficult to stay on top of projects all while staying flexible to the changing needs and resources available for dataoriented work that is why we decided to create data analyst ondemand this program gives you access to all of the resources and skill sets of our team for however many hours your organization needs we are here for you
","['get', 'difficult', 'stay', 'top', 'projects', 'staying', 'flexible', 'changing', 'needs', 'resources', 'available', 'dataoriented', 'work', 'decided', 'create', 'data', 'analyst', 'ondemand', 'program', 'gives', 'access', 'resources', 'skill', 'sets', 'team', 'however', 'many', 'hours', 'organization', 'needs', 'get', 'difficult', 'stay', 'top', 'projects', 'staying', 'flexible', 'changing', 'needs', 'resources', 'available', 'dataoriented', 'work', 'decided', 'create', 'data', 'analyst', 'ondemand', 'program', 'gives', 'access', 'resources', 'skill', 'sets', 'team', 'however', 'many', 'hours', 'organization', 'needs']",60,2,1.0986122886681098,0.6931471805599453
18,Viable Insights,"
 As you work to grow your program or organization, don't be afraid to ask for help. Sometimes proximity to a decision can create new barriers. An outside perspective should always be considered an option, and our team is always happy to play that part!Check out the ""How We Help"" page on our website if you're interested in learning how we can collaborate.https://lnkd.in/gs7_zkxy 
",0,2,0,0,0,0,6.580645161290323,"
 as you work to grow your program or organization dont be afraid to ask for help sometimes proximity to a decision can create new barriers an outside perspective should always be considered an option and our team is always happy to play that partcheck out the how we help page on our website if youre interested in learning how we can collaborate 
","['work', 'grow', 'program', 'organization', 'dont', 'afraid', 'ask', 'help', 'sometimes', 'proximity', 'decision', 'create', 'new', 'barriers', 'outside', 'perspective', 'always', 'considered', 'option', 'team', 'always', 'happy', 'play', 'partcheck', 'help', 'page', 'website', 'youre', 'interested', 'learning', 'collaborate', 'work', 'grow', 'program', 'organization', 'dont', 'afraid', 'ask', 'help', 'sometimes', 'proximity', 'decision', 'create', 'new', 'barriers', 'outside', 'perspective', 'always', 'considered', 'option', 'team', 'always', 'happy', 'play', 'partcheck', 'help', 'page', 'website', 'youre', 'interested', 'learning', 'collaborate']",62,2,1.0986122886681098,0.6931471805599453
19,Viable Insights,"
 ""I keep track of progress with good ol’ paper and pen. As the VI coordinator, many of my ideas/tasks are brainstormed onto a notepad that I am pretty sure nobody can understand but me. When I need to be a little more organized, I love Monday.com! Our team does a wonderful job at checking in on each other's progress, which is also super helpful to me.""
",0,3,0,0,0,0,6.03125,"
 i keep track of progress with good ol paper and pen as the vi coordinator many of my ideastasks are brainstormed onto a notepad that i am pretty sure nobody can understand but me when i need to be a little more organized i love mondaycom our team does a wonderful job at checking in on each others progress which is also super helpful to me
","['keep', 'track', 'progress', 'good', 'ol', 'paper', 'pen', 'vi', 'coordinator', 'many', 'ideastasks', 'brainstormed', 'onto', 'notepad', 'pretty', 'sure', 'nobody', 'understand', 'need', 'little', 'organized', 'love', 'mondaycom', 'team', 'wonderful', 'job', 'checking', 'others', 'progress', 'also', 'super', 'helpful', 'keep', 'track', 'progress', 'good', 'ol', 'paper', 'pen', 'vi', 'coordinator', 'many', 'ideastasks', 'brainstormed', 'onto', 'notepad', 'pretty', 'sure', 'nobody', 'understand', 'need', 'little', 'organized', 'love', 'mondaycom', 'team', 'wonderful', 'job', 'checking', 'others', 'progress', 'also', 'super', 'helpful']",64,3,1.3862943611198906,1.0986122886681098
20,Viable Insights,"
 Don't miss this event hosted by Arizona Evaluation Networkand register below⤵️https://lnkd.in/g7sPfUTs#Eval #AZENET
","['Eval', 'AZENET\n']",3,0,2,0,1,6.75,"
 dont miss this event hosted by arizona evaluation networkand register below 
","['dont', 'miss', 'event', 'hosted', 'arizona', 'evaluation', 'networkand', 'register', 'dont', 'miss', 'event', 'hosted', 'arizona', 'evaluation', 'networkand', 'register']",16,3,1.3862943611198906,1.0986122886681098
21,Viable Insights,"
 ""We’re not tied to a specific context, field, or domain, which means we get to see change across so many different areas – it’s never dull or repetitive! I’d also say that being positioned to support those doing the work is so fun. Sometimes it’s a critical question, or shining a light on a new way of doing something, or drawing attention to the impact of an organization or programming – all of which makes this work rewarding!""
",0,8,0,0,0,0,6.102564102564102,"
 were not tied to a specific context field or domain which means we get to see change across so many different areas  its never dull or repetitive id also say that being positioned to support those doing the work is so fun sometimes its a critical question or shining a light on a new way of doing something or drawing attention to the impact of an organization or programming  all of which makes this work rewarding
","['tied', 'specific', 'context', 'field', 'domain', 'means', 'get', 'see', 'change', 'across', 'many', 'different', 'areas', 'never', 'dull', 'repetitive', 'id', 'also', 'say', 'positioned', 'support', 'work', 'fun', 'sometimes', 'critical', 'question', 'shining', 'light', 'new', 'way', 'something', 'drawing', 'attention', 'impact', 'organization', 'programming', 'makes', 'work', 'rewarding', 'tied', 'specific', 'context', 'field', 'domain', 'means', 'get', 'see', 'change', 'across', 'many', 'different', 'areas', 'never', 'dull', 'repetitive', 'id', 'also', 'say', 'positioned', 'support', 'work', 'fun', 'sometimes', 'critical', 'question', 'shining', 'light', 'new', 'way', 'something', 'drawing', 'attention', 'impact', 'organization', 'programming', 'makes', 'work', 'rewarding']",78,8,2.1972245773362196,2.0794415416798357
22,Viable Insights,"
 Think about it -- Instead of designing a project around what sounds good, or continuing a program because it has been the norm for so long, your organization should really look at what the data says. If you aren't sure how, you've come to the right place! We want to help you bring data into your organization through customized project-based consulting, one-on-one coaching, webinars and team trainings. Even better, our approach is collaborative, meaning you'll be building your skillset along the way.
",0,1,0,0,0,0,6.488888888888889,"
 think about it  instead of designing a project around what sounds good or continuing a program because it has been the norm for so long your organization should really look at what the data says if you arent sure how youve come to the right place we want to help you bring data into your organization through customized projectbased consulting oneonone coaching webinars and team trainings even better our approach is collaborative meaning youll be building your skillset along the way
","['think', 'instead', 'designing', 'project', 'around', 'sounds', 'good', 'continuing', 'program', 'norm', 'long', 'organization', 'really', 'look', 'data', 'says', 'arent', 'sure', 'youve', 'come', 'right', 'place', 'want', 'help', 'bring', 'data', 'organization', 'customized', 'projectbased', 'consulting', 'oneonone', 'coaching', 'webinars', 'team', 'trainings', 'even', 'better', 'approach', 'collaborative', 'meaning', 'youll', 'building', 'skillset', 'along', 'way', 'think', 'instead', 'designing', 'project', 'around', 'sounds', 'good', 'continuing', 'program', 'norm', 'long', 'organization', 'really', 'look', 'data', 'says', 'arent', 'sure', 'youve', 'come', 'right', 'place', 'want', 'help', 'bring', 'data', 'organization', 'customized', 'projectbased', 'consulting', 'oneonone', 'coaching', 'webinars', 'team', 'trainings', 'even', 'better', 'approach', 'collaborative', 'meaning', 'youll', 'building', 'skillset', 'along', 'way']",90,1,0.6931471805599453,0.0
23,Viable Insights,"
 Wishing everyone a fun and safe 4th of July!
",0,1,0,0,0,0,4.666666666666667,"
 wishing everyone a fun and safe th of july
","['wishing', 'everyone', 'fun', 'safe', 'th', 'july', 'wishing', 'everyone', 'fun', 'safe', 'th', 'july']",12,1,0.6931471805599453,0.0
24,Viable Insights,"
 Read part 2 of the VIRB blog series to learn more about the importance of protecting vulnerable populations in research. By partnering with VIRB, you can ensure that your research procedures prioritize the well-being of individuals that participate — regardless of available funding and timeline.
",0,1,0,0,0,0,7.875,"
 read part  of the virb blog series to learn more about the importance of protecting vulnerable populations in research by partnering with virb you can ensure that your research procedures prioritize the wellbeing of individuals that participate  regardless of available funding and timeline
","['read', 'part', 'virb', 'blog', 'series', 'learn', 'importance', 'protecting', 'vulnerable', 'populations', 'research', 'partnering', 'virb', 'ensure', 'research', 'procedures', 'prioritize', 'wellbeing', 'individuals', 'participate', 'regardless', 'available', 'funding', 'timeline', 'read', 'part', 'virb', 'blog', 'series', 'learn', 'importance', 'protecting', 'vulnerable', 'populations', 'research', 'partnering', 'virb', 'ensure', 'research', 'procedures', 'prioritize', 'wellbeing', 'individuals', 'participate', 'regardless', 'available', 'funding', 'timeline']",48,1,0.6931471805599453,0.0
25,Viable Insights,"
 Want to grab a coffee and chat about how our organizations can work together?☕
",0,5,0,0,1,1,6.142857142857143,"
 want to grab a coffee and chat about how our organizations can work together
","['want', 'grab', 'coffee', 'chat', 'organizations', 'work', 'together', 'want', 'grab', 'coffee', 'chat', 'organizations', 'work', 'together']",14,5,1.791759469228055,1.6094379124341003
26,Viable Insights,"
 Evaluation is a powerful tool to not only highlight the things you are doing well, but also identify barriers and areas of opportunity/improvement.We can guide you through this process, and help convert those areas of opportunity into strengths.
",0,4,0,0,0,0,7.666666666666667,"
 evaluation is a powerful tool to not only highlight the things you are doing well but also identify barriers and areas of opportunityimprovementwe can guide you through this process and help convert those areas of opportunity into strengths
","['evaluation', 'powerful', 'tool', 'highlight', 'things', 'well', 'also', 'identify', 'barriers', 'areas', 'opportunityimprovementwe', 'guide', 'process', 'help', 'convert', 'areas', 'opportunity', 'strengths', 'evaluation', 'powerful', 'tool', 'highlight', 'things', 'well', 'also', 'identify', 'barriers', 'areas', 'opportunityimprovementwe', 'guide', 'process', 'help', 'convert', 'areas', 'opportunity', 'strengths']",36,4,1.6094379124341003,1.3862943611198906
